
CCTV1,#genre#
CCTV4中文国际,http://111.196.135.75:8686/udp/239.3.1.105:8092
CCTV4中文国际,http://60.223.224.176:8888/newlive/live/hls/5/live.m3u8
CCTV4中文国际,http://8.210.74.247:35455/gaoma/cctv4.m3u8
CCTV4中文国际,http://api2.52tb.xyz/info?id=5&token=20230120rdbtgv
CCTV4中文国际,http://cssbyd.imwork.net:8082/hls/4/index.m3u8
CCTV4中文国际,http://qjrhc.jydjd.top:2911/udp/224.1.100.103:11111
CCTV4中文国际,http://www.cdnstv.com:6398/hls/4/index.m3u8
CCTV4中文国际美洲,https://ldocctvwbcdbd.a.bdydns.com/ldocctvwbcd/cdrmldcctvamerica_1/index.m3u8?b=200-2100
CCTV4中文国际美洲,https://ldocctvwbcdbd.a.bdydns.com/ldocctvwbcd/cdrmldcctvamerica_1/index.m3u8?BR=td
CCTV4中文国际欧洲,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctveurope_1_td.m3u8
CCTV5+体育赛事,http://111.196.135.75:8686/udp/239.3.1.130:8004
CCTV5+体育赛事,http://116.77.32.59:8277/streams/d/cctv5a/playlist.m3u8
CCTV5+体育赛事,http://120.234.5.29:6000/udp/239.20.0.203:2204
CCTV5+体育赛事,http://123.113.187.204:8000/rtp/239.3.1.130:8004
CCTV5+体育赛事,http://125.82.171.210:8888/udp/235.254.199.121:7980
CCTV5+体育赛事,http://qjrhc.jydjd.top:2911/udp/224.1.100.25:11111
CCTV5+体育赛事,http://wouu.net:9977/udp/239.93.1.36:8004
CCTV5+体育赛事,https://ldcctvwbcdbd.a.bdydns.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8?BR=td
CCTV5+体育赛事,https://ldcctvwbcdtxy.liveplay.myqcloud.com/ldcctvwbcd/cdrmldcctv5plus_1_td.m3u8
CCTV5体育,http://119.32.12.12:2901/udp/224.1.100.81:11111
CCTV5体育,http://120.234.5.29:6000/udp/239.20.0.30:3284
CCTV5体育,http://123.113.187.204:8000/rtp/239.3.1.173:8001
CCTV5体育,http://api3.52tb.xyz/info?id=7&token=20230402fxrjwi
CCTV5体育,http://wouu.net:9977/udp/239.93.42.37:5140
CCTV5体育,https://ldcctvwbcdtxy.liveplay.myqcloud.com/ldcctvwbcd/cdrmldcctv5_1_td.m3u8
CCTV6电影,http://111.196.135.75:8686/udp/239.3.1.174:8001
CCTV6电影,http://116.77.32.59:8277/streams/d/cctv6/playlist.m3u8
CCTV6电影,http://119.32.12.13:2901/udp/224.1.100.84:11111
CCTV6电影,http://123.113.187.204:8000/udp/239.3.1.174:8001
CCTV6电影,http://58.19.38.162:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6电影,http://wouu.net:9977/udp/239.93.1.13:2226
CCTV7国防军事,http://119.32.12.13:2901/udp/224.1.100.28:11111
CCTV7国防军事,http://123.113.187.204:8000/rtp/239.3.1.61:8104
CCTV7国防军事,http://148.135.93.213:81/live.php?id=CCTV7
CCTV7国防军事,http://36.129.204.115:8243/hls/1007/index.m3u8
CCTV7国防军事,http://58.19.38.162:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7国防军事,http://www.cdnstv.com:6398/hls/7/index.m3u8
CCTV8电视剧,http://120.234.5.29:6000/udp/239.20.0.31:3280
CCTV8电视剧,http://60.223.224.176:8888/newlive/live/hls/10/live.m3u8?
CCTV8电视剧,http://www.cdnstv.com:6398/hls/8/index.m3u8
CCTV8电视剧,https://pi.0472.org/live/cctv8.m3u8?token=241703
CCTV9记录,http://wouu.net:9977/udp/239.93.1.24:5140
CCTV9纪录,http://api2.52tb.xyz/info?id=11&token=20230218zdxlqr
CCTV9纪录,https://ldocctvwbcdbd.a.bdydns.com/ldocctvwbcd/cdrmldcctv9_1/index.m3u8?BR=td
CCTV9纪录,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv9_1_td.m3u8
CCTV10科教,http://8.210.74.247:35455/gaoma/cctv10.m3u8
CCTV10科教,http://wouu.net:9977/udp/239.93.1.28:5140
CCTV10科教,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv10_1_td.m3u8
CCTV11戏剧,http://1.itv.nctv.top:35455/gaoma/cctv11.m3u8
CCTV11戏剧,http://117.144.58.42:35455/gaoma/cctv11.m3u8
CCTV11戏剧,http://117.144.58.42:35455/itv/1000000005000265011.m3u8?cdn=ystenlive
CCTV11戏剧,http://36.129.204.115:8243/hls/1011/index.m3u8
CCTV11戏剧,http://39.108.238.101:35455/itv/1000000005000265011.m3u8?cdn=ystenlive
CCTV11戏剧,http://7.889147.xyz:35455/itv/1000000005000265011.m3u8?cdn=ystenlive
CCTV11戏剧,http://liushizupu.site:35455/gaoma/cctv11.m3u8
CCTV11戏剧,http://t8622699o8.vicp.fun:60024/itv/1000000005000265011.m3u8?cdn=ystenlive
CCTV11戏剧,http://www.ccmjzhao.xyz/migu/tv.php?id=cctv11
CCTV11戏剧,https://ldocctvwbcdbd.a.bdydns.com/ldocctvwbcd/cdrmldcctv11_1/index.m3u8?BR=td
CCTV11戏曲,http://api2.52tb.xyz/info?id=13&token=20230218zdxlqr
CCTV11戏曲,http://z.b.bkpcp.top/m.php?id=cctv11
CCTV11戏曲,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv11_1_td.m3u8
CCTV11戏曲,https://pi.0472.org/live/cctv11.m3u8?token=162210
CCTV12社会与法,http://111.196.135.75:8686/rtp/239.3.1.64:8124
CCTV12社会与法,http://119.32.12.12:2901/udp/224.1.100.77:11111
CCTV12社会与法,http://119.32.12.17:2901/udp/224.1.100.78:11111
CCTV12社会与法,http://api2.52tb.xyz/info?id=65&token=20230218zdxlqr
CCTV12社会与法,http://wouu.net:9977/udp/239.93.1.30:8124
CCTV12社会与法,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv12_1_td.m3u8
CCTV13新闻,http://120.234.5.29:6000/udp/239.21.0.88:3692
CCTV13新闻,http://wouu.net:9977/udp/239.93.0.66:5140
CCTV13新闻,https://ldncctvwbcdtxy.liveplay.myqcloud.com/ldncctvwbcd/cdrmldcctv13_1_td.m3u8
CCTV14少儿,http://8.210.74.247:35455/gaoma/cctv14.m3u8
CCTV14少儿,http://wouu.net:9977/udp/239.93.1.29:6000
CCTV14少儿,https://epg.pw/stream/9c73daa5c22a14745357255f55b73b65ab6bab976d1309bfe949de363622e36a.m3u8
CCTV14少儿,https://event.pull.hebtv.com/jishi/cp2.m3u8#rtsp://103.251.96.71/PLTV/88888888/224/3221225783/10000100000000060000000000726027_0.smil?icpid=SSPID&accounttype=1&limitflux=-1&limitdur=-1&accountinfo=:20240213104135
CCTV14少儿,https://event.pull.hebtv.com/jishi/cp2.m3u8#rtsp://103.251.96.71/PLTV/88888888/224/3221225783/10000100000000060000000000726027_0.smil?icpid=SSPID&amp;accounttype=1&amp;limitflux=-1&amp;limitdur=-1&amp;accountinfo=:20240213104135
CCTV14少儿,https://event.pull.hebtv.com/jishi/cp2.m3u8#rtsp://103.251.96.71/PLTV/88888888/224/3221225783/100001000000000600000000007260270.smil?icpid=SSPID&amp;accounttype=1&amp;limitflux=1&amp;limitdur=1&amp;accountinfo=:20240213104135
CCTV14少儿,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv14_1_td.m3u8
CCTV15音乐,http://119.32.12.13:2901/udp/224.1.100.41:11111
CCTV15音乐,http://120.234.5.29:6000/udp/239.21.0.36:3484
CCTV15音乐,http://api2.52tb.xyz/info?id=17&token=20230218zdxlqr
CCTV15音乐,http://ha.xushining.com:50000/udp/225.1.2.194:5002
CCTV15音乐,http://www.cdnstv.com:6398/hls/15/index.m3u8
CCTV15音乐,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv15_1_td.m3u8
CCTV16奥林匹克,http://222.219.183.103:8089/hls/16/index.m3u8
CCTV16奥林匹克,http://majian.ixiaobai.net:5540/udp/239.37.1.22:5540
CCTV16奥林匹克,http://majian.ixiaobai.net:5540/udp/239.37.1.22:5540?
CCTV16奥林匹克,http://t8622699o8.vicp.fun:60024/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV16奥林匹克,https://ldcctvwbcdtxy.liveplay.myqcloud.com/ldcctvwbcd/cdrmldcctv16_1/index.m3u8?
CCTV17农业农村,http://117.144.58.42:35455/itv/1000000005000265015.m3u8?cdn=ystenlive
CCTV17农业农村,http://8.210.74.247:35455/gaoma/cctv17.m3u8
CCTV17农业农村,https://epg.pw/stream/fc81fbbacfb04b0ae81bfbc0af49b5e3fbdbf25db51c927dcf1d3b4221651cdc.m3u8
CCTV17农业农村,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv17_1_td.m3u8
CCTV17农业农村,https://stream1.freetv.fun/cctv17-68.m3u8
CCTV发现之旅,http://z.b.bkpcp.top/m.php?id=fxzl
CCTV风云足球,http://api2.52tb.xyz/info?id=20&token=20230215crnyqz
CCTV景区直播,http://gctxyc.liveplay.myqcloud.com/gc/wgw05_1/index.m3u8?contentid=2820180516001

📡卫视频道,#genre#
安多卫视,http://live.dmadapp.com/adws/sd/live.m3u8
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8?_upt=3fb0c92a1706181453
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8?_upt=739abf20164906290
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8?_upt=739abf201649062902%23http://stream.qhbtv.com/adws/sd/live.m3u8
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8?_upt=848d1a991707377572
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8?_upt=c23aebfc1701518082
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8?_upt=d60823ce1718441050
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8?_upt=fa85a7111719921825
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8?_upt=443cf2d41715773857
安多卫视,https://live.dmadapp.com/adws/sd/live.m3u8
安徽卫视,http://113.57.111.4:1111/tsfile/live/1021_1.m3u8
安徽卫视,http://123.113.187.204:8000/udp/239.3.1.211:8064
安徽卫视,http://123.53.220.28:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://222.169.85.8:9901/tsfile/live/0130_1.m3u8
安徽卫视,http://222.169.85.8:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://223.241.247.214:85//tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://3501776.xyz:35455/itv/1000000005000265025.m3u8?cdn=ystenlive
安徽卫视,http://39.108.238.101:35455/itv/1000000001000030159.m3u8?cdn=ystenlive
安徽卫视,http://58.221.214.82:9901/tsfile/live/0130_1.m3u8
安徽卫视,http://61.163.181.78:9901/tsfile/live/1038_1.m3u8
安徽卫视,http://7.889147.xyz:35455/itv/1000000001000030159.m3u8?cdn=ystenlive
安徽卫视,http://home.yulei.online:9999/udp/226.0.2.145:9072
安徽卫视,http://m.951688.xyz:35455/itv/1000000005000265025.m3u8?cdn=ystenlive
澳门卫视,http://103.233.191.132:1935/ch3/ch3.live/playlist.m3u8
澳亚卫视,http://103.233.191.133:1935/ch3/ch3.live/playlist.m3u8
澳亚卫视,http://119.32.12.32:2901/udp/224.1.100.12:11111
北京卫视,http://116.77.32.59:8277/bjws/playlist.m3u8
北京卫视,http://117.144.58.42:35455/itv/1000000005000265027.m3u8?cdn=ystenlive
北京卫视,http://119.32.12.17:2901/udp/224.1.100.100:11111
北京卫视,http://120.196.232.70:8088/TVOD/81/224/3221226719/index.m3u8
北京卫视,http://123.113.187.204:8000/rtp/239.3.1.241:8000
北京卫视,http://125.82.168.238:8888/rtp/235.254.198.66:1540
北京卫视,http://125.89.163.44:8888/udp/239.77.1.151:5146
北京卫视,http://222.169.85.8:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://39.108.238.101:35455/itv/1000000005000265027.m3u8?cdn=ystenlive
北京卫视,http://7.889147.xyz:35455/itv/1000000005000265027.m3u8?cdn=ystenlive
北京卫视,http://ak6668768.zicp.io:8830/live1032.m3u8
北京卫视,http://api2.52tb.xyz/info?id=25&token=20230218zdxlqr
北京卫视,http://api2.52tb.xyz/info?id=76&token=20230218zdxlqr
北京卫视,http://api3.52tb.xyz/info?id=25&token=20230402fxrjwi
北京卫视,http://li0580.top:35455/itv/1000000005000265027.m3u8?cdn=ystenlive
北京卫视,http://pi.0472.org/live/bjws.m3u8?token=240413
北京卫视,http://t8622699o8.vicp.fun:60024/itv/1000000005000265027.m3u8?cdn=ystenlive
北京卫视,http://www.douzhicloud.site:35455/itv/1000000005000265027.m3u8?cdn=ystenlive
北京卫视,http://z.b.bkpcp.top/m.php?id=bjws
北京卫视,https://epg.pw/stream/1ddc28d57e7f4b77439837c1c49d0b2191942bb1d373badfade9b48c9b814443.m3u8
北京卫视,https://live-hls-web-ajb.getaj.net/AJB/01.m3u8
北京卫视,https://pi.0472.org/live/bjws.m3u8?token=162210
北京卫视,https://pi.0472.org/live/bjws.m3u8?token=240411
北京卫视,https://stream1.freetv.fun/bei-jing-wei-shi-22.m3u8
北京卫视,https://tvpull.careryun.com/tv/cn_bjws.m3u8
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
大湾区卫视,http://bxny.667789.cn:88/hls/37/index.m3u8?url=tvzb.com
大湾区卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.153:11111
东方卫视,http://114.252.236.205:8000/rtp/239.3.1.136:8032
东方卫视,http://123.53.220.28:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://148.135.93.213:81/live.php?id=东方卫视
东方卫视,http://3501776.xyz:35455/itv/1000000005000265018.m3u8?cdn=ystenlive
东方卫视,http://61.163.181.78:9901/tsfile/live/1036_1.m3u8
东方卫视,http://cssbyd.imwork.net:8082/hls/25/index.m3u8
东方卫视,http://m.951688.xyz:35455/itv/1000000005000265018.m3u8?cdn=ystenlive
东方卫视,http://z.b.bkpcp.top/m.php?id=dfws
东南卫视,http://120.234.5.29:6000/udp/239.20.0.58:3168
东南卫视,http://223.86.171.240:8999/udp/239.93.17.89:7356
东南卫视,http://39.108.238.101:35455/itv/1000000005000265033.m3u8?cdn=ystenlive
东南卫视,http://60.12.183.46:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://61.136.67.238:50085/tsfile/live/0137_1.m3u8
东南卫视,http://7.889147.xyz:35455/itv/1000000005000265033.m3u8?cdn=ystenlive
东南卫视,http://cssbyd.imwork.net:8082/hls/30/index.m3u8
东南卫视,http://m.951688.xyz:35455/itv/1000000005000265033.m3u8?cdn=ystenlive
东南卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.55:11111
东南卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.56:11111
甘肃卫视,http://183.255.10.76:6610/200000001898/460000089800010098/1.m3u8?IASHttpSessionId=OTT
甘肃卫视,http://7.889147.xyz:35455/itv/5000000011000031121.m3u8?cdn=bestzb
甘肃卫视,http://z.b.bkpcp.top/m.php?id=gsws
甘肃卫视,rtmp://livein.gstv.com.cn/49048r/y3nga4.flv
广东卫视,http://116.77.32.59:8277/streams/d/gdws/playlist.m3u8
广东卫视,http://120.197.112.28:8081/hls/17/index.m3u8
广东卫视,http://120.238.94.10:9901/tsfile/live/1008_1.m3u8
广东卫视,http://123.53.220.28:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://123.53.38.206:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://148.135.93.213:81/live.php?id=广东卫视
广东卫视,http://221.226.215.162:352/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://222.169.85.8:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://3501776.xyz:35455/itv/1000000005000265034.m3u8?cdn=ystenlive
广东卫视,http://39.108.238.101:35455/itv/1000000001000014176.m3u8?cdn=ystenlive
广东卫视,http://58.221.214.82:9901/tsfile/live/0125_1.m3u8
广东卫视,http://7.889147.xyz:35455/itv/1000000001000014176.m3u8?cdn=ystenlive
广东卫视,http://cssbyd.imwork.net:8082/hls/24/index.m3u8
广东卫视,http://m.951688.xyz:35455/itv/1000000001000014176.m3u8?cdn=ystenlive
广东卫视,http://m.951688.xyz:35455/itv/1000000005000265034.m3u8?cdn=ystenlive
广东卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.95:11111
广东卫视,http://t8622699o8.vicp.fun:60024/itv/1000000001000014176.m3u8?cdn=ystenlive
广东卫视,http://t8622699o8.vicp.fun:60024/itv/1000000005000265034.m3u8?cdn=ystenlive
广东卫视,http://t8622699o8.vicp.fun:60024/itv/6000000001000031076.m3u8?cdn=wasusyt
广东卫视,http://wouu.net:9977/udp/239.93.0.181:5140
广东卫视,http://www.cdnstv.com:6398/hls/1124/index.m3u8
广东卫视,http://xuys.top:8888/udp/225.1.1.116:5002
广东卫视,https://ldncctvwbcdtxy.liveplay.myqcloud.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8?b=200-2100
广东卫视咪咕,http://z.b.bkpcp.top/m.php?id=gdws
广西卫视,http://110.53.52.63:8888/newlive/live/hls/25/live.m3u8
广西卫视,http://115.149.139.141:10001/tsfile/live/1037_1.m3u8?blog.ntnas.top
广西卫视,http://116.9.204.242:9901/tsfile/live/0113_1.m3u8
广西卫视,http://123.53.38.206:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://222.169.85.8:9901/tsfile/live/0113_1.m3u8
广西卫视,http://222.169.85.8:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://7.889147.xyz:35455/itv/5000000011000031118.m3u8?cdn=bestzb
广西卫视,http://dassby.qqff.top:99/live/广西卫视/index.m3u8
贵州卫视,http://222.169.85.8:9901/tsfile/live/0120_1.m3u8
贵州卫视,http://222.169.85.8:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://223.86.171.240:8999/udp/239.93.17.201:7744
贵州卫视,http://58.16.136.132:1234/hls/17/index.m3u8
贵州卫视,http://7.889147.xyz:35455/itv/5000000004000025843.m3u8?cdn=bestzb
贵州卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.58:11111
贵州卫视,http://z.b.bkpcp.top/m.php?id=gzws
海南卫视,http://58.221.214.82:9901/tsfile/live/0016_2.m3u8
海南卫视,http://7.889147.xyz:35455/itv/5000000004000006211.m3u8?cdn=bestzb
海南卫视,http://dassby.qqff.top:99/live/海南卫视/index.m3u8
河北卫视,http://112.6.165.112:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://123.113.187.204:8000/udp/239.3.1.148:8072
河北卫视,http://123.53.220.28:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://7.889147.xyz:35455/itv/5000000006000040016.m3u8?cdn=bestzb
河北卫视,http://cssbyd.imwork.net:8082/hls/40/index.m3u8
河北卫视,http://lishiwan.xicp.net:8563/udp/239.255.36.147:8231
河北卫视,http://xnbl.jydjd.top:2901/udp/224.1.100.20:11111
河南卫视,http://123.182.60.29:9002/hls/34/index.m3u8
河南卫视,http://123.53.220.28:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://123.53.38.206:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://222.169.85.8:9901/tsfile/live/0139_1.m3u8
河南卫视,http://222.169.85.8:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://47.109.155.164/小曾4859/河南.php?id=hnws
河南卫视,http://58.221.214.82:9901/tsfile/live/0139_1.m3u8
河南卫视,http://61.163.181.78:9901/tsfile/live/1034_1.m3u8
河南卫视,http://home.yulei.online:9999/udp/226.0.2.195:9472
河南卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.74:11111
河南卫视,http://xuys.top:8888/udp/225.1.2.61:5002
黑龙江卫视,http://123.53.220.28:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://223.86.171.240:8999/udp/239.93.16.127:8762
黑龙江卫视,http://39.108.238.101:35455/itv/1000000001000001925.m3u8?cdn=ystenlive
黑龙江卫视,http://58.221.214.82:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://cssbyd.imwork.net:8082/hls/38/index.m3u8
黑龙江卫视,http://m.951688.xyz:35455/itv/1000000001000001925.m3u8?cdn=ystenlive
黑龙江卫视,http://xuys.top:8888/udp/225.1.1.115:5002
湖北卫视,http://112.6.165.112:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://119.32.12.32:2901/udp/224.1.100.68:11111
湖北卫视,http://123.113.187.204:8000/udp/239.3.1.138:8044
湖北卫视,http://123.53.220.28:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://222.169.85.8:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://3501776.xyz:35455/itv/1000000005000265023.m3u8?cdn=ystenlive
湖北卫视,http://39.108.238.101:35455/itv/1000000001000024621.m3u8?cdn=ystenlive
湖北卫视,http://58.221.214.82:9901/tsfile/live/0132_1.m3u8
湖北卫视,http://61.136.67.238:50085/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://61.156.228.12:8154/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://cssbyd.imwork.net:8082/hls/32/index.m3u8
湖北卫视,http://udmark.cn:8081/udp/239.20.0.90:3040
湖南卫视,http://114.252.236.205:8000/rtp/239.3.1.132:8012
湖南卫视,http://123.53.220.28:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://148.135.93.213:81/live.php?id=湖南卫视
湖南卫视,http://222.169.85.8:9901/tsfile/live/0128_1.m3u8
湖南卫视,http://222.169.85.8:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://39.108.238.101:35455/itv/1000000005000265024.m3u8?cdn=ystenlive
湖南卫视,http://58.220.219.14:9901/tsfile/live/0128_1.m3u8?key=txiptv
湖南卫视,http://m.951688.xyz:35455/itv/1000000005000265024.m3u8?cdn=ystenlive
湖南卫视,http://wouu.net:9977/udp/239.93.0.88:5140
湖南卫视,http://z.b.bkpcp.top/m.php?id=hunws
华藏卫视,https://vod.amtb.de/liveedge/_definst_/livetv/playlist.m3u8
吉林卫视,http://182.46.8.141:8018/hls/30/index.m3u8
吉林卫视,http://58.221.214.82:9901/tsfile/live/0116_1.m3u8
吉林卫视,http://api2.52tb.xyz/info?id=40&token=20230218zdxlqr
吉林卫视,http://api2.52tb.xyz/info?id=91&token=20230218zdxlqr
吉林卫视,http://t8622699o8.vicp.fun:60024/itv/5000000011000031117.m3u8?cdn=bestzb
吉林卫视,http://www.cdnstv.com:6398/hls/1140/index.m3u8
江苏卫视,http://112.18.54.52:35455/itv/1000000005000265030.m3u8?cdn=ystenlive
江苏卫视,http://114.252.236.205:8000/rtp/239.3.1.135:8028
江苏卫视,http://123.182.60.29:9002/hls/27/index.m3u8
江苏卫视,http://123.53.220.28:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://148.135.93.213:81/live.php?id=江苏卫视
江苏卫视,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=jsws
江苏卫视,http://222.169.85.8:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://39.108.238.101:35455/itv/1000000001000001828.m3u8?cdn=ystenlive
江苏卫视,http://58.221.214.82:9901/tsfile/live/0127_1.m3u8
江苏卫视,http://61.163.181.78:9901/tsfile/live/1044_1.m3u8
江苏卫视,http://cssbyd.imwork.net:8082/hls/21/index.m3u8
江苏卫视F,http://udmark.cn:8081/udp/239.20.0.93:3028
江苏卫视咪咕,http://z.b.bkpcp.top/m.php?id=jsws
江西卫视,http://123.113.187.204:8000/rtp/239.3.1.123:8164
江西卫视,http://123.113.187.204:8000/udp/239.3.1.123:8164
江西卫视,http://123.182.60.29:9002/hls/37/index.m3u8
江西卫视,http://123.53.38.206:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://148.135.93.213:81/live.php?id=江西卫视
江西卫视,http://222.169.85.8:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://3501776.xyz:35455/itv/1000000005000265032.m3u8?cdn=ystenlive
江西卫视,http://39.108.238.101:35455/itv/1000000006000268001.m3u8?cdn=ystenlive
